视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,2,What is Kai's specialty on the boat?,"多跳推理,人物属性建模",His mechanical skill to make the system work smoothly.,,模型可以捕捉到Kai维修船只的许多镜头，说明他很懂机械维修；Riley也说有他才能让船上系统有条不紊地运作。,,,,,,,,,,
,,,,3,What is the crucial APP for sailors?,"多跳推理,通用知识推理",Sea People.,Eleyana介绍了这款APP的很多功能，都非常实用，尤其是定位功能，这是他们这次航行非常依赖的信息。,模型可以追踪到Eleyana介绍了一款APP—— Sea People，对于他们的航行非常有帮助。,,,,,,,,,,
,,,,4,What is a local delicacy of Japan that the family like a lot?,多线索推理,Dried seeweed.,,模型可以追踪到Eleyana提到两次海苔，第一次是遇到海草捕捞船的时候，她说很喜欢吃海苔，后面一次在船上她给大家分享海苔，大家也很喜欢吃。,,,,,,,,,,
,,,,5,What are the major factors that influence the sail?,"多线索推理,通用知识推理","Wind, current and other ships in the ocean.",在视频中许多航行的片段，他们都提到了风，风大会引起强烈颠簸，造成不适感；洋流会对他们的航线产生影响；海上活动的其他船只使他们需要避开的障碍,模型需要追踪他们反复强调的影响航行的因素并进行提炼。,,,,,,,,,,
,,,,6,What is Elayna's mentao problem?,人物属性建模,Anxiety.,,模型可以追踪到Eleyana回忆她饱受焦虑困扰的日子，而且他们时常还是会因为压力感到焦虑。,,,,,,,,,,
67,https://www.youtube.com/watch?v=ru7LTHVXgBE,20:37,vlog - 居家,1,"Based on Becca's habits, what does she do before she does a full house cleaning?",人物属性建模,To make a to do list.,,模型需定位Becca在做整体的清洁之前的片段，可以看出她首先做了电子的清单，在清洁过程中一个个勾画。,,,,,,,,,,
,,,,2,What did Becca do after jogging?,多线索推理,Take a bath.,,模型需定位Becca慢跑的片段，再跟随视频画面，随后博主回家洗澡。,,,,,,,,,,
,,,,3,What's the downside of getting a manicure?,通用知识推理,Increase a woman's chances of developing breast cancer.,指甲油中有一种化学物质叫邻苯二甲酸酯，且含量很高，它主要起到软化作用。这种物质会通过呼吸系统和皮肤进入人体，如果过多使用，会增加女性患乳腺癌的几率。,模型需定位Becca在展示自己的美甲的时候，她表示有的指甲油里可能含有化学物质，危害健康。,,,,,,,,,,
,,,,4,What can I do if I want to improve my indoor air quality?,通用知识推理,Have some plants.,吸收甲醛，对改善室内空气质量有显著效果。能够很好地吸收装修时家具释放的甲醛、苯等有害气体，同时能净化房间空气质量，美化环境。,模型需定位多个片段，包括Becca在房间的各个角落都放有各式各样的绿植。,,,,,,,,,,
,,,,5,Is Becca a qualified plant mom?,"多线索推理,人物属性建模",No.,,模型需定位Becca对于自己照顾植物的反思，她认为自己没能做到照顾好植物的责任，因为她也不清楚每种植物需要多少光照或者湿度的环境。,,,,,,,,,,
68,https://www.youtube.com/watch?v=RTisLv3gJV8,21:57,教学 - 运动,1,"Which is healthier, the sugar contained in honey or regular sugar?",通用知识推理,The sugar contained in honey.,因为蜂蜜含有多种天然糖分，例如葡萄糖和果糖，这些天然糖分比白糖更易被人体吸收和利用，而且蜂蜜的甜味更加浓郁，使用量相对较少。,模型需定位Hanna对于蜂蜜中含有的糖的解释，可以推出蜂蜜中含有的糖分更健康。,,,,,,,,,,
,,,,2,How to Manage Glucose Problems?,通用知识推理,Monitor blood sugar regularly.,定期测量血糖（Blood Glucose Monitoring）对健康管理，尤其是糖尿病患者或高风险人群（如肥胖、家族史、妊娠期）非常重要,模型需定位Hanna在视频中植入的广告，将测血糖的用具贴在胳膊上以及时观察血糖指数。,,,,,,,,,,
,,,,3,"What's the healthiest thing to eat for breakfast, according to Hanna's habit?",人物属性建模,"Food with protein, fat and fiber.",,模型需定位Hanna'对于早餐的建议，她不建议吃糖原过多的食物，建议吃富含蛋白质，脂肪和纤维的早餐。,,,,,,,,,,
,,,,4,Why does Hanna like toast for breakfast?,人物属性建模,Quick and convenient.,,模型需定位Hanna阐述自己最爱的早餐的片段，可以看出他的早餐搭配都是吐司配酱料等，既方便又快速。,,,,,,,,,,
,,,,5,What do brown sugar and white sugar have in common?,多线索推理,Derived from plants.,,模型需定位Hanna对于不同种类的糖的解释，可以推出他们的共同点是都有植物中提取出来。,,,,,,,,,,
69,https://www.youtube.com/watch?v=JVGrWaEmDqo,25:44,纪录片 - 自然,1,Do nitrates help plants grow?,通用知识推理,Yes.,视频开头介绍James Kilpatrick想要治理一条汇入威奥姆河流的小溪时，说因为周围农田里将很多硝酸盐流入了小溪，使得小溪流经地方的植被长势很茂密，由此可推出硝酸盐可以促进植物生长。,模型需定位到视频开头，James Kilpatrick想要治理一条汇入威奥姆河流的小溪时，说因为周围农田里将很多硝酸盐流入了小溪，使得小溪流经地方的植被长势很茂密，由此可推出硝酸盐可以促进植物生长。,,,,,,,,,,
,,,,2,How does a greater river bend affect the amount of animal habitat in the river?,通用知识推理,The number gets higher.,视频中Donna Dean在介绍如何治理小溪时说，此次治理主要是人工挖建一些沟渠来改变小溪的流动方向，使得小溪的弯曲度变大，从而可以降低水流速度，泥沙沉积变多，水质更好，在弯曲的地方会形成更多的鱼类鸟类栖息地，由此可推出河流的弯曲度增大会导致河流中的栖息地数量增加。,模型需定位到视频中Donna Dean在介绍如何治理小溪时说，此次治理主要是人工挖建一些沟渠来改变小溪的流动方向，使得小溪的弯曲度变大，从而可以降低水流速度，泥沙沉积变多，水质更好，在弯曲的地方会形成更多的鱼类鸟类栖息地，由此可推出河流的弯曲度增大会导致河流中的栖息地数量增加,,,,,,,,,,
,,,,3,In what season do trout breed?,通用知识推理,Winter.,视频中John Tosney说在河流改造后生物多样性变得更丰富了，现在是冬季，还会有鳟鱼来产卵，由此可推出鳟鱼的繁殖季节是冬季。,模型需定位到视频中John Tosney说在河流改造后有什么变化时，说生物多样性变得更丰富了，现在是冬季，还会有鳟鱼来产卵，由此可推出鳟鱼的繁殖季节是冬季。,,,,,,,,,,
,,,,4,Which company does Donna Dean work for?,"人物属性建模,多模态/多语言推理",The Norfolk Rivers Trust in the UK.,,模型需定位视频前半部分介绍开始改造河流时，有英国诺福克河流信托基金的负责人来参与指导改造，后期视频中出现了一位女士，简介中出现了她的名字Donna Dean，她就是英国诺福克河流信托基金的负责人，负责英格兰东部的河流修复项目。对河流治理有丰富的经验。,,,,,,,,,,
,,,,5,What's the relationship between James and Donna?,人物属性建模,Collaborator.,,James与诺夫尔河信托基金合作治理当地的河流问题，而Donna是这个信托基金的工作人员，二人是合作关系。,,,,,,,,,,
70,https://www.youtube.com/watch?v=JteKdCDUNSY,26:28,vlog - 出行,1,Is Ichiran Ramen a thoughtful restaurant?,"多线索推理,通用知识推理",Yes.,这家店考虑到外国游客的需要，客人衣物干净的需要，吃饭的桌子是格子隔开的，对于不喜欢被打扰的顾客，是个不错的选择，总之饭店比较周到。,博主来日本吃的第一家店，可以看到点菜方式除了在纸菜单上勾选，也可以在智能设备上点击，除了日文也有英文。饭店墙壁上还挂了很多衣架，应该是给顾客挂衣服的。,,,,,,,,,,
,,,,2,Is Kaiten Sushi's storefront mainly gold or white?,"多模态/多语言推理,通用知识推理",Gold.,进门的片段和吃饭的片段也能看到，门框是金色的，盘子是金色的，这家店的风格就是金色的。,博主在大街上就预告了要去这家寿司店体验，过了一会儿才进入这家店，给了门外店名大大的特写，名字是黑色的，底纹是金色的。,,,,,,,,,,
,,,,3,Was Alia's mother a pure American white?,人物属性建模,No.,,博主母亲说话的镜头不多，看外表也不能确定她是哪里人。博主提到了妈妈不喜欢排队这件事，妈妈说了几句话，明显带有口音，博主还模仿起了妈妈。虽然他们是从纽约出发的，但博主母亲不是纯种美国人。,,,,,,,,,,
,,,,4,How many temples did Alia and her friends visit during this trip to Japan?,多线索推理,Two.,,前半程去了增上寺，后来去了金龙山，他们还体验了祈福烧香，肯定去了金龙山里的寺庙，一共去了俩。,,,,,,,,,,
,,,,5,Did Alia eat octopus balls or noodles after eating Chicken Karaage?,多跳推理,octopus balls.,,定位到博主吃街边炸鸡的片段，紧接着给到妈妈买水的镜头，然后就是博主各种买各种吃，可以看到吃完炸鸡吃的是章鱼丸子。,,,,,,,,,,
,,,,6,Does Alia's male black friend enjoy photography?,人物属性建模,Yes.,,博主和一众好友来日本旅游，其中只有一位男性，这个男人脖子上永远挂着相机，随时跟博主分享拍到的好照片，还在东京买了一台新相机，因此是个摄影爱好者。,,,,,,,,,,
71,https://www.youtube.com/watch?v=9DLq9j4s57c,26:33,vlog - 亲子,1,What's the blogger's job?,"人物属性建模,多模态/多语言推理",Beekeeper.,,虽然博主没有直接介绍她的工作，但视频画面里出现了博主穿着防护服，查看成排的蜂箱的画面，可知博主的工作是养蜂人。,,,,,,,,,,
,,,,2,Does the blogger have great immunity?,人物属性建模,No.,,博主在喝水时，说到会在水里加一点药品，可以增加免疫力，她现在每天都要喝很多的水，可见博主的免疫力不是很好。,,,,,,,,,,
,,,,3,What did the blogger's family do after the laundry?,多跳推理,They went to have their breakfast nearby.,,模型可以通过识别他们在洗衣房洗衣服和接下来在早餐店坐着识别出他们接下来吃早餐去了。,,,,,,,,,,
,,,,4,"When getting the honey, should people wear gloves as a protection?",通用知识推理,No.,常理来说收取蜂蜜时应该穿戴整齐以免被蜜蜂扎伤，但是博主的丈夫通过喷洒白色喷雾，蜜蜂没了攻击性，因此并不用佩戴保护措施。,模型可以通过捕捉博主丈夫在收取蜂蜜时的手部视频和喷洒药剂之后蜜蜂从蜂蜜上“一抖就掉”的细节看出并不需要保护措施。,,,,,,,,,,
,,,,5,Is flying disc a good sport for both adults and kids?,通用知识推理,"Yes, it is.",飞盘是二十世纪六十年代诞生的一种运动，老少皆宜。,模型可以通过对视频最后母子玩飞盘的视频识别和飞盘的历史看出飞盘是一个老少皆宜的游戏。,,,,,,,,,,
72,https://www.youtube.com/watch?v=ufQF7vo5BEY,22:50,测评 - 美妆产品,1,What did the blogger test after the Pineapple Haze Sensitive Skin Body Balm?,多线索推理,Pineapple Haze CBD Glossy Lip Butter.,,模型需先定位到Pineapple Haze Sensitive Skin Body Balm片段，再跟随视频画面得出下一个测评产品是什么,,,,,,,,,,
,,,,2,What's kind of consmitics does the blogger prefer? thin or thick?,人物属性建模,Thin.,,博主认为有一个新买的化妆品太厚重了，这个化妆品本来不在她的shopping list里，但可能是发错了货，说明博主的本意是不想要这个厚重的化妆品的，她喜欢轻薄的,,,,,,,,,,
,,,,3,How many products inrtoduced in the video didn't the blogger try?,多跳推理,Two of them.,,模型可以在视频中间捕捉到博主首先拿着三袋同类护肤品说自己没有试过，又拿出来一个粉色瓶子说自己没试过来判断出一共有两个,,,,,,,,,,
,,,,4,"If a company wants its skin care products to gain popularity, is infusing multiple flavors an doable way?","多跳推理,通用知识推理",Yes.,美妆公司可以为产品添加香味，吸引消费者注意、提升使用愉悦感，一定程度上可助力护肤品赢得市场青睐 。,模型可以通过视频中对各个护肤品的评价和味道丰富的护肤品的客观知识得出，味道多样性比较高的护肤品更收到人欢迎。,,,,,,,,,,
,,,,5,Is the Berry Cheeky Clearing Butt Butter quick to be used up?,通用知识推理,No.,视频博主在谈到The Berry Cheeky Clearing Butt Butter之后说自己用了多次但是还省很多，因此该产品应该是不太容易消耗的。,模型可以通过博主对该产品的陈述和产品在食品中的状态判断出该产品比较耐用。,,,,,,,,,,
73,https://www.youtube.com/watch?v=vW1QWG3xSNg,25:56,教学 - 工业制造,1,Are Berry Enterprises employees willing to work overtime or not?,通用知识推理,"Yes,they are.",视频中浆果企业的老板称他无法阻止工人们加班，因为他们需要更多钱。由此可以看出很多员工都是自愿加班的，工人们对最低工资不感兴趣，所以他们是愿意加班的。,模型需定位到该企业的老板讲述员工加班情况的片段。他说自己都无法阻止工人们加班，工人们对最低工资不感兴趣。由此可知工人们愿意加班。,,,,,,,,,,
