视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,5,What equipment can give you a better sleep when sleeping outdoors in Hawaiian resort?,"多线索推理,通用知识推理",A sleeping bag.,Owen and Jack在夏威夷度假区的第一个夜晚睡在了剧院的屋顶上，屋顶上铺满了一层石子，Jack说幸好带了睡袋，否则在石子上根本无法入睡，由此推断如果需要睡在野外，一个睡袋能让睡眠条件稍微好点。,模型需要定位到Owen and Jack在第一天晚上在剧院屋顶睡觉的画面，通过Jack和Owen的对话可以知道，睡袋让晚上睡在铺满石子的屋顶上的计划变得可行，模型可由此推断有一个睡袋会让户外睡觉条件变得好些。,,,,,,,,,,
68,https://m.youtube.com/watch?v=_zxVcpOzOPY&list=LL&index=24&t=1719s&pp=gAQBiAQB,33:18,纪录片-历史纪实,1,What is Laurie Santos' profession?,"人物属性建模,多模态/多语言推理",Cognitive Scientist in Yale University.,,模型需要对Laurie Santos这一人物进行追踪，通过她和Thomas、Staffen连线的片段，以及结合屏幕上对于Laurie Santos的介绍，模型可以判断，Laurie Santos一位耶鲁大学的认知科学家。,,,,,,,,,,
,,,,2,Is Flaminio someone who can endure solitude?,"多线索推理,人物属性建模",Yes.,,模型需要对Flaminio这一人物进行追踪，通过视频中呈现的多个片段，如在50多年里，周围没有邻居、自己一人养殖、种植、发明东西消磨时光等行为推断Flaminio是一个可以任何忍受孤独的人。,,,,,,,,,,
,,,,3,What was Beatrice’s duty during this Italy trip?,"多线索推理,人物属性建模",Translator.,, 模型需要对Beatrice进行追踪，通过在视频中多个片段帮助Matt、Thomas等人与老人Flaminio交流的多个画面，模型可以判断Beatrice在意大利探访老人时主要工作是翻译。,,,,,,,,,,
,,,,4,What material can help save a lot of money when building a house in the Sweden forest?,"多模态/多语言推理,通用知识推理",Wood from the forest.,Eri在Sweden forest生活并不需要花费太多钱，一切来自大自然，同时模型需结合多模态，观察到Erik的房子以及一些其他基础设施都是木头制作，由此推断用Sweden fores里的木头建造房子可以省一大笔钱。,模型需定位到Erik与Matt、Thomas等人相处的画面，通过Erik与他们的谈话内容以及结合视听判断房子都是木头制作，结合Erik在Sweden forest建造房子并未花费太多，可以推断用森林里木头建造房子可以省钱,,,,,,,,,,
,,,,5,What animal can be kept in the house help you avoid bothering mosquitoes in the Italian forest?,通用知识推理,Spider.,Flaminio在房间留着蜘蛛，Thomas夸赞Flaminio是天才，这样可以减少蚊子数量，由此推断在意大利森林在房间养一只蜘蛛可以帮助你避免蚊子打扰。,模型需要定位到Thomas在意大利老人Flaminio的卧室片段，通过Flaminio坚持保留卧室蜘蛛片段和Thomas夸赞老人片段，推断意大利森林在房间养一只蜘蛛可以让你免受蚊子打扰。,,,,,,,,,,
,,,,6,How can someone who has lived outdoors for a long time predict the weather for the next day?,通用知识推理,By observing the direction of the clouds,Flaminio可以通过天空云层向上走判断明日会下雨，由此推断在户外生活一段时间的人可以通过判断云层走向预测明日天气。,模型需要定位到Flaminio在意大利森林里和Thomas一人说明日天气的片段，观察Flaminio通过云层向上走判断明日天气，模型可推断有户外经验的人可以通过判断云层走向预测明日天气。,,,,,,,,,,
69,https://m.youtube.com/watch?v=K-MV98UrnWg&list=LL&index=21&pp=gAQBiAQB,28:23,访谈 - 动态（含充分视觉信息）,1,What is the relationship between Kevin and Will?,"多线索推理,人物属性建模",Interviewer and interviewee.,,模型需要定位到Kevin and Will在电脑前对话的画面，通过两人之间问答的措辞以及谈论问题的严肃性，以及Will主要是问题发起者和Kevin是问题回答者等多个线索，可推断两人之间关系,,,,,,,,,,
,,,,2,What kind of burger is healthier than regular fast food?,"多线索推理,通用知识推理",Homemade burgers with less oil and fresh ingredients,传统快餐多油炸且使用速冻材料是导致食品不健康的主要原因，Oliver汉堡在Plano广受欢迎是因为没有传统快餐的缺点，由此推断少油新鲜的家庭手作汉堡比传统快餐更健康。,模型需定位到Will采访Oliver汉堡店店主的画面，通过与店主的采访对话以及Will吃完店主准备的家庭手作少油汉堡评价更为健康等线索对什么汉堡比传统快餐更健康做出推断。,,,,,,,,,,
,,,,3,Does Will like or dislike dogs?,"人物属性建模,多模态/多语言推理",He likes dogs.,,模型需定位到Will在plano公园散步时画面，通过观察Will看到公园告示牌上禁止遛狗的标识，感到生气和不满，推断Wil是一个爱狗人士。,,,,,,,,,,
,,,,4,What cooking method makes chicken sandwiches healthier than frying?,通用知识推理,Grilling., chicken sandwiches制作方法为大量油进行油炸，卡路里含量过多，加重身体负担，用Grilling的烹饪方法chicken sandwiches不仅可以减少油炸还可以将chicken sandwiches里的一部分油考出去，更为健康,模型需定位到Will拍摄Oliver汉堡店片段，通过Will赞叹汉堡店chicken sandwiches全部是Grilling的制作方式，而不是使用大量油进行油炸，进行推断，Grilling的制作方法更为健康。,,,,,,,,,,
,,,,5,What is Josh's favorite food of Jollibee?,多线索推理,Fried chicken.,,模型需要定位到Josh和Will在Jollibee使用快餐的片段，通过多个片段中Josh比较肯德基和麦当劳等其他品牌的炸鸡评价不如Jollibee，以及推荐Will尝试Jollibee的炸鸡时，可以推断Josh最喜欢Jollibee的炸鸡。,,,,,,,,,,
70,https://www.youtube.com/watch?v=EtquFUM51Ss,31:47,探索 - 参观,1,Does Roland have a high level of spoken English?,"多线索推理,人物属性建模",No.,,定位到二人同框对话的画面，Roland不是英语国家的人，英语口语跟Teddy相比没那么流利，每个单词的间隔都更长，可见他口语水平并不高。,,,,,,,,,,
,,,,2,What is the process after toolmaking called?,多跳推理,Jewels & Ball Bearings.,,定位到toolmaking片段结尾，下一到工序准备安装珠宝装饰。,,,,,,,,,,
,,,,3,What is the color of the uniforms worn by most of the employees in Glashütte factory?,"多模态/多语言推理,通用知识推理",Blue.,所有员工都穿的衣服一定是工服了，虽然两个人都没提工装颜色，但能看到大部分员工的衣服都是蓝色的。,需要结合整个视频来总结，每一道工序都会出现员工工作的画面，虽然Roland说了每道工序大不同，但大部分都穿着一样的衣服，一样的颜色。,,,,,,,,,,
,,,,4,Does it take less than 25 days to make a watch in Glashütte?,"多线索推理,通用知识推理",No.,Teddy完整参观了整个制表流程，虽然不是每道工序都提及了花费时间，但抛光1天，测试24天，总时长不会低于25天。,结合整个制表参观视频，在抛光环节就要花上一整天，Teddy还强调测试手表需要花费24天，所以整个制表时长是很长的。,,,,,,,,,,
,,,,5,Does Teddy like the Panomaticlunar watch very much?,人物属性建模,Yes.,,Teddy和Roland在介绍这款手表的时候花的时间是最长的，而且Teddy一直在夸赞这支表，可见它很喜欢这支表。,,,,,,,,,,
,,,,6,Is Panomaticlunar more suitable for women?,"多线索推理,通用知识推理",No.,任何产品都会有性别喜好倾向，Roland明确说了Panomaticluna是为女性设计的，颜色更淡雅，表盘上的形状更圆润。可以推知Panomaticlunar 的深蓝和长方形视窗更适合男性。,在视频结尾，Teddy又特别介绍了Panomaticluna，它的外观跟Panomaticlunar 很像，但是颜色和形状略有不同，Roland提到了这是一款女表，那么与之相对的Panomaticlunar起码不是专门给女性设计的。,,,,,,,,,,
,,,,7,What tool is usually used to pick up watch parts when assembling a watch?,通用知识推理,Tweezer.,根据画面很容易看出手表零部件特别特别小，员工们不仅要用显微镜或者特制的镜片，还需要特别的工具来拿零件，能够推测镊子是安装手表非常重要的工具。,结合每一道工序涉及到员工制表和安装手表的片段，二人没有提到镊子，能看出来是镊子。,,,,,,,,,,
71,https://www.youtube.com/watch?v=BtfxvoHIlZo,22:15,vlog - 派对,1,What kind of store is Nordstrom Rack?,"多模态/多语言推理,通用知识推理",Clothes store.,首先视频里并没有提及这个商店是干什么，博主在此介绍她要去这个店里买礼裙，并且通过镜头的展示整个上商店里全是衣服，所以可以推出这是一个衣服店,模型通过定位博主介绍她去Nordstrom Rack购买衣服，以及通过镜头展示的场景，进行分析可以得出答案。,,,,,,,,,,
,,,,2,"If people are looking for a good taco shop, which one would be recommended for them?",通用知识推理,Guanatos Tacos.,视频中博主介绍到这是最好的Taco店，他们只来这里吃Taco，并且只吃Taco。可知如果人们正在寻找一家好吃的Taco店，可以去Guanatos Tacos。,模型通过定位到博主他们去吃Taco，通过他们的反应以及对这个商店的介绍，可以得出答案。,,,,,,,,,,
,,,,3,What color is the balloon in the Party?,多模态/多语言推理,Black.,,模型需要定位到他们举办聚会，准备气球的片段，通过语音以及视觉的分析，可以得出答案。,,,,,,,,,,
,,,,4,Is Jake a generous person or a mean person?,"多线索推理,人物属性建模",A generous person.,,模型通过分析整个视频片段，比如他过生日还要送大家礼物，给大家准备吃的东西等等，可以看出他是一个很大方的人。,,,,,,,,,,
,,,,5,Does Jake's girlfriend have a good schedule?,人物属性建模,Yes.,,模型通过定位到party结束后，他的女朋友说现在已经晚上12点，并表示她以前不会在这么晚才睡觉，由此可以推出答案。,,,,,,,,,,
72,https://www.youtube.com/watch?v=O0e_GdOoRho,22:36,vlog - 派对,1,Is Ellen an environmentally friendly person?,人物属性建模,"Yes, she is.",,模型通过定位到她准备气球的片段，Ellen介绍到她选择了可生物降解的气球，因为她认为如果不是的话，这些大量的气球会对环境很糟糕，由此可以推出。,,,,,,,,,,
,,,,2,What other functions does rosemary have besides being used for cooking？,"多模态/多语言推理,通用知识推理",Veiwing.,迷迭香通常被用作西餐里的香料，但在视频中，Ellen的男友带回了几株迷迭香，并把它种在了一个小花盆里，当成一个小盆栽摆到家里，因此迷迭香还具有观赏作用。,模型通过分析Ellen的男友如何处理迷迭香，可推断出在Ellen家里迷迭香是个小盆栽，因此具有观赏作用。,,,,,,,,,,
,,,,3,"How many cushions are there on the sofa in the downstairs living room, arranged by Ellen？","多跳推理,多模态/多语言推理",Seven.,,模型需要定位到楼下客厅里的沙发坐垫，并且是Ellen整理的，通过视觉分析，数出来一共有多少个坐垫，就可以得出答案。,,,,,,,,,,
,,,,4,What kind of store is Lola's?,通用知识推理,Cupcake shop.,博主展示了她预定的所有的cupcake，通过镜头，cupcake的包装上写着Lola's这个店名，可以推出这个店是负责做cupcake的店。,模型通过定位到博主展示她预定cupcake的特写片段，所有的cupcake都是由这家商店制作的，可以推出这家店是制作cupcake店,,,,,,,,,,
,,,,5,Is Ellen an animal lover?,人物属性建模,Yes.,,模型通过定位到他们在举办派对过程中的视频片段，可以知道是允许狗狗来参加的，并且通过一些和动物的互动片段，可以推出，她是一个喜欢动物的人。,,,,,,,,,,
73,https://www.youtube.com/watch?v=hB4cLDcqB-A,27:52,vlog - 派对,1,Is Nathaly a dog person?,人物属性建模,"Yes, she is.",,模型通过分析Nathaly和她的宠物狗的互动，对宠物狗的关照与宠爱，可以推出她是一个爱狗的人,,,,,,,,,,
,,,,2,What Nathaly drink in each morning?,"人物属性建模,多模态/多语言推理",Coffee.,,"在Nathaly起床后，她下楼来到厨房，启动自己的咖啡机，并说“this is the first thing in every single morning in my life”,模型需结合视觉和听觉画面推断出Nathaly每天早上都必喝咖啡",,,,,,,,,,
